Id,q_a,label
897,um da gurl dat hangs wit evelyn her name is katiana..cause i alwayz be hearing u talk about her do u like her and want to fuck her?,1
898,ur mad ugly.,1
899,vvv eww dont talk to morgann is my  bitch:],1
900,why r u suchho a hoe.?,1
901,wow you guys are soo annyoing hope the fuckk offf:),1
902,u  need to stop postinq shit anonymously seriously,1
903,y does u talk shit about peyton?,1
904,Yeh you she was like drama not healthy and then you said somethn I was nasty,1
905,yoo im telling yall dnt mess wit my love. I will kick your tiny ass.!,1
906, you can your a lil stiiick bitch. STOP TRYING TO ACT HARD,1
907,You're Lame As Fuck .,1
908,your LAME ass . oviously i love you moree. (;,1
909,yous a bitch nd hoe !,1
910,IDGAF LAME BITCH<br>,1
911,(; hehe that's funny I want to fuck your tight ass,1
912,are you gay?,1
913,are you gay?,1
914,are yuu a vergin,1
915,Areee you a boy   Are you gay   Are you a bieleber :l,1
916,ask meeee! I will hive u bj then:P,1
917,but i want your hairy ass then after i lick it i can fuck it you know you want it,1
918,but if i did that youd know it was me..,1
919,Can I have a Picture of your Penis? :D,1
920,Do you finger your tight ass?,1
921,Do you think that if you saw into your future it you stronger  or have no effect on you,0
922,eat me out .suck me out . fuck me our u hard fucker. x],1
923,fuck me u horny? ;D,1
924,i will whip your ass. lmfaoo.,1
925,heeeeeey! anyways  can u ask me 5 questions please then i'll ask u 5? ;D <3,0
926,hey do you have a hairy ass i would love to put my tounge deep in you,1
927,Hey smexy wanna fuck?? How bout we do some 69 all night long? Sounds good k I'll be in your bed waiting sexy bitch! ;D,1
928,i am done asking you fucking nasty  questions. xD rofl.,1
929,i dont think your a virgin  btw. xD,1
930,I HATE YOU 2,1
931,I still wanna F*ck them up!!,1
932,i wanna take a ride on your disco stick (;,1
933,i will suck your dick for free. :PP,1
934,If I turn around and Bend over  will you welcome your little dick inside ;D,1
935,If someone said to you  i can kill you or I can can kill anyone else in the world in your place? What awnser would you give them ?,0
936,If you had the choice would you like to be human  or a demi god ?,0
937,im leaving soon to go to a show but when i come do u wanna?,0
938,okay okay :)r uhhh... do you like girls for fuck?,1
939,r u GAY ?,1
940,rofl xD r then let me suck it ?,1
941,she sucks. she can go fuck herself. xD,1
942,so are you going to tell her that u want her pussy,1
943,Soooo Maurice ;))) boom boom fuck in my humble abode or ur house???;),1
944,Sureeeeeeeee. I'll come now. =P  get ready. ahahha ;D   jk:P,0
945,what does a banana remind you of?,0
946,yeah sorry  i was in a wierd mood then  haha =P oooh  your bio  says you love dirty questions  hmmm ok then  heres one You ever fucked a guy ?? ='),1
947,you are the most ugliest plague. :P,1
948,You are virgin! Right?,1
949,you know you would like having your hairy ass licked bet you even got hard reading about it so how about it is it hairy,1
950,your wrong about my age but i will give you 50 minutes of hard sex me in your ass dont lie you know you want it,1
951,I was told by a classmate yesterday that I wont succeed because I only attend night school. Apparently  my CNA certifaction is bullshit. xD Your thoughts? (Long answers please),0
952,A good friend of yours recently got with a controlling BF/GF. Their BF/GF doesn't want them spending time with you and forbids them to see or talk to you  and your friend agrees to not talk to you. How do you react? What do you do? D:,0
953,After today  I will NO longer be doing ANY profile pic reading  so don't even bother asking.,0
954,ahh fair enough :( what time isit there now then ??,0
955,are any of your parents addicts? of what?,1
956,Are you a bisexy?,1
957,Are you good at impersonating people? I personally suck but i think u do it. x),1
958,Circumcised or uncircumcised.u want to suck? ,1
959,could you love someone that had opposite opinions from you?,0
960,Describe yourself in less than eight words.,0
961,Do u like it when girls play w/ ur balls ?,1
962,Do u likee hot pussy or wet pussy? Ha,1
963,Do you ever have those moments in school/at work where you are so sleepy you canu2019t keep your eyes open and as much as you try they keep fluttering closed? If so  how do you manage to keep yourself awake?,0
964,Do you have a favorite word you always seem to use? How often do you use it?,0
965,Do you know how many people your mom has slept with?,1
966,do you like having sex under or over the sheets?,1
967,do you like having sex w/ the lights on or off?,1
968,do you like oral sex or sex better?,1
969,DO YOU LIKE TIGHT PUSSSSSAYYYYS,1
970,Do you think it is acceptable behavior if you are in a serious relationship to comment on pictures of the opposite sex on Facebook/MySpace and tell them how hot they look? Why or why not?,0
971,Do you watch porn? Do you type in a certain thing in the search bar when you are looking at porn? What do you type in?,1
972,Does anyone know this buisness with the pope ? Apparently he was begging for forgiveness lol.. what did he do ?,0
973,Does berlesque dancing interest you more than stripping does?,1
974,Don't fuck me.,1
975,done  if you receive this im still following you (:,0
976,have you ever hooked up with the same sex? how far did you go with them? would you do it again?,1
977,have you ever thought about the reason your living? i mean  i have  but i never know..its kinda confusing if you think about it.,0
978,have you/your gf ever had a pregnancy scare after fuck? what was the first thing that came to your mind?,1
979,Havee u ever wantedd to start a bandd ?,0
980,Hey! I get way TOO many questions a day. If you spam more than 5 questions a day  please remove me from your list  but I will still spam you  if you want. If you don't want me spamming you  just tell me nicely in my inbox. Thanks.,0
981,how big is ur dick ?,1
982,how big is you dick {if you are a dude}? bra size {if you are a chick},1
983,How can you be a dirty slut? ):,1
984,how old was u wen u 1st had sex?,1
985,how would you rate your sex skills on a scale of 1-10?,1
986,i have a headache?,0
987,i just had a headache oes that ever happen to you or am i freak? [answer nicely to this one yeah] :D,0
988,I want to fuck you. Are you a blondie?,1
989,If you could be best friends with any hollywood starlet  who would it be and why?,0
990,If you're in a really heated make-out session with a crush/BF/GF and right before you have sex [if you're a virgin imagine you're ready to do it] you both suddenly realize you're out of condoms  do you go through with the sex? Why or why not?,1
991,u r nasty bitch  ,1
992,Imagine you are walking through a forest  you see a stream and a fallen tree  so you sit on the tree and look out at the stream. What season did you imagine it was? Did you imagine any animals? Can you describe what you saw?,0
993,is it better that your bf/gf care too much or not at all?,1
994,Like what do you want to be known for?,0
995,LOL ur a Pedophile ! ! ur as old as my Step Dad,1
996,my tummy is telling me its hungry.... what should i eat? [i know it sounds like im always hungry  but i do rarely eat] :D,0
997,okay  i added some people who want would love to fuck u,1
998,r u a boy or girl? u look bitch,1
999,r u a drty slut?,1
1000,R U a prostitute ? or did U buy one ?,1
1001,Real outlaw? Nice(: Bad?,0
1002,Who's team are you on? ;D,0
1003,Soo ur bi o homo ?,1
1004,Spam me please?! (: will return the favor with the same amount you ask me!,0
1005,spam/.,0
1006,Wasssssup I'm cooo a.f ask me shit sometime (:,1
1007,We have all had teachers in our life. What is the weirdest thing you have ever seen a teacher do? You can share a story or just leave a one word reply like most people do lmao.,0
1008,what do you think the most common sexual fetish it?,1
1009,what do you think the weirdest sexual fetish it?,1
1010,what is a sex toy that you want to try?,1
1011,whatg do u think to fakes?,1
1012,Whats the nicest thing youve done for a female??,0
1013,when ?,0
1014,When caught early  the embryo isn't much different than a guy blowing his load   killing all those sperm that could have been innocent babies. It's not a life  embryos are not human,0
1015,When u look @ mee whats the firsst thing that comess to mindd?,0
1016,who can you talk to about anything? like sex/ or other personal topics that you cant with others?,0
1017,Why can't we poop and pee at the same time?,0
1018,Why do guys tend to ask u for dirty questions? haha,1
1019,Would you rather be a giant or a tiny human being? Why?,0
1020,Would you say that you are a ugly person?,0
1021,would your rather cheat or be cheated on?,0
1022,you might think im evil but u r the evil,1
1023,You're a bushwhacking  alchy piece of shit scrub.,1
1024,Your 44 years old? :O! Dumbass  Pedifile.:D,1
1025,if i told u den it would make it all the less fun<br>,0
1026,hi,0
1027, I like too many songs to have a favorite,0
1028, </3 ? haha jk! <33,0
1029, Really?!?! Thanks?! haha,0
1030, ;(,0
1031, *RAWR*?,0
1032, Sure! Like tell me wht u wnna know?! Like wht do you use?!,0
1033, EMMA hahahahah :D I MISSSSSeddd YUHHHHh 222222 <33333,0
1034, Night 4shuree!!,0
1035, alreadi answrd,0
1036, Yes veryy trustin person!!! May i help yuh:!,0
1037, Ahaha!!! Yess of course aint dat rite @TruAce ?!?! Haha He so awesome tho! BCK OFF lol jk,0
1038, Listener definitely chuz i get cut off alot so i just listen or ignore pplz!,0
1039, Hahaha Yup! Bhut not lookin 4 a man rite atm chuz dey 2much drama!,0
1040, :),0
1041, Hahahahhaahhaha:D ikrr im a slow american wht more can i say lmfaoo!! hahaha <333 Aww! hahaha,0
1042, lmaoo!!!!,0
1043, Hahah(: Thanks!,0
1044, Hahaha... I dont sing!! LOL! so srry! Im horrible. btw I dedicate SMILE 2 yuh! Its playing!!,0
1045, Dogs! Im allergic 2 cats=,0
1046, Chocolate! Bahah!,0
1047, Ahhh!!;) wow 5yrs! man  its a gorgeous language! I love it!! this is my first year learnin it! haha NEWBIE!,0
1048, Well sortaa! I just got 2 wtch thee Charice part! Shes awesome <3 hbu?!,0
1049, Yes of course i do... Its called Eternity with God in heaven!<3,0
1050, Yes  bhut I think luck is blessing from God actually! in my opinioN!,0
1051, If God created them then hellz yes!,0
1052, Hahaha Bitch i bring it lmao! Kinda i think lmao! I hve some black in me so yes haha,0
1053, Nope ;/ Bhut Not Having a BF doesnt mean The WORLD ends;] I guess im waiting 4 the 1  ya kno? Hbu mamas?!,0
1054, I have 2 actually! Justin Bieber (ofcourse) ;; Scipio Mondai!,0
1055, Actually i do!!! Just my whole experience with this fake a$$ friend!!</3,0
1056, Yuppers! Nose and Cartilage piercings(;,0
1057, Hahaha. Strange!:S,0
1058, yes i love ATL!! great place 2 live  wish i lived there! ;D,0
1059, Omg NO WAY!!! 10 is actually small!!! Don't change thee way you look 4 ANYONE!!! bhut yourslf. Kay?!,0
1060, Fuck yes i think i am! haha,0
1061, Awww man you just reminded me! I wtch it sometimes bhut i love Big Mike! Pplz are really wrong bout letting Katie go!! Argh . .,0
1062, Hell yes! Lots of them and thats including yuh!<3,0
1063, :D thank you gurl/boy ? I really appreciate it!<33,0
1064, ATM Rue 21;D Or Forever21 <3,0
1065, Meowl?;D If thts a word haha<3,0
1066, Idk hoe get cha own cup of blackberry with a hint of lemon ice tea. Dayumm! hahah JK Brooke?,0
1067, Off courrseeee dudee hahahahaha!!!! Awhhh lol! i think i love it 2 chuz im in it lol!!!! jk! i love yuh!!,0
1068, lmfao! haha! Nahh its my badd;),0
1069, Pfftt!! nahhh i hve never been outta this country!! Argh! hve yuh?! haha,0
1070, Lmao!! kk lemme get my ass off this toliet seat then ill check!! Mwahah!! jk,0
1071, OMG!!!!! tell me!!!! ughh grrr rawrr bianca? LMAO! idkk TELL ME!,0
1072, Mary?! lol hahahaha,0
1073, Mwahaha!!! Sweet thang! i love it!!,0
1074, Uhhhhh!!!! OMG! Taquisha? LOL!,0
1075, Hahaha.. Yup!(: Its my job,0
1076, Nope:[ I wish  bhut hey i might someday rite haha..Hbu?!,0
1077, Haha nahh ive just fractured some thumbs bhut itz all good lol,0
1078, Hahah OHKAY?!,0
1079, Yup yup!!:P,0
1080, haha!! it is haha lol!! man i hvnt even gotten 2 dat part yet! FML hah,0
1081, Nicee!,0
1082, Hey  hows yah momma?!,0
1083, ahahaha!!!(: It wuzz funn!(: lmao<3,0
1084, Hahaha!!! Ohh cool wait are yuh thee april on twitter?! april2? haha yay! We beasts yo! haa,0
1085, Awwhhh!!!Thank yuh Jacob ur really nice!!! Might be my new bestie <33 Thank YUH SO MUCH!,0
1086, Heyy Marribbbiii!! lmao! iloveyuhhh muchooo moeee!!!;) are yuh goin tmrw?!,0
1087, Im doing good thankyuh!!!Heyyy hbu?!,0
1088, Heyy ghurrr!!! Wuzz upp!! haha nuttin much just busyy!! hbu ma?,0
1089, Heyy :D,0
1090, Umm.. i think 2 bhut english is my first! im learnin french! ;d hbu?!,0
1091, Hmmm...personal? root word.. lol umm probss... bubbly  nice  honest(sumtyms),0
1092, Myself Bubbly Funny?,0
1093, iLoveYou! Thanks alot! Bhut its alot 2 keep up wit! Wanna trade haha!,0
1094, NO no no! I Love youuu moreee<333 ;D haha!!,0
1095, iFUCKINLoveyou!!!<33 xox ha!,0
1096, OMG! really?! cool thats so awesome! yeah i wanna learn more languages bhut french is already enuff 2 deal wit! ha,0
1097, Oh thats wht i think too! dnt be sorry hahaha! Silly goose,0
1098, Hahah!! ohhkayy?!?! lol Wht do you call a deer with no eyes? I have no ideer! haha Classic  umm i suck at this haha,0
1099, IDKKK!!!GOD?! Not understndin this ? srry its like 3am hah,0
1100, Oh snap!! I would actually hug him first off ahah and say Nigga where my weed go? Hahaha jkjkjk i love him!! He is doin a great job!,0
1101, Are you a lonely boy?,0
1102, Basketball<3,0
1103, JUSTIN BIEBER's Bday parrtayy! haha,0
1104, Keeping up with the Kardashians! or Kendra! My FAV shows atm!:D,0
1105, Errmm...Harry potter? lol,0
1106, Thats a hard 1 . . . *thinkin* Maybe Bustin Jieber? I think! haha,0
1107, Justin Bieber or Channing Tatum! haha yumm!,0
1108, Michael Jacko and Subway! Doh!,0
1109, Put my towels back on the fckn rack! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor.,0
1110, Life is never going to be easy.,0
1111, Justin Bieber.Duh. ;; Russia! ;],0
1112, I would so travel thee world  Visit my overseas besties then shop everywhere!<3,0
1113, Strawberry-Banana Smoothies from Jack in the Box ;D Yah dig?,0
1114, ALL thee twilight books chuz she got some good mula baby!,0
1115, My Orthodontist docotr hahahaha!!! Jkjk or am i lmao!,0
1116, To never sin bhut will NEVER happen! See im already sinning  Never say never!,0
1117, Up-Justin Bieber,0
1118, MMMag i love it!,0
1119, HOE-ISHNESS! lol um prob. stupid bitches and SIN! i just sinned!Opppzz,0
1120, MySelf!(:,0
1121, Umm... we would go to jack-in-the-box! haha,0
1122, Chocolate;,0
1123, Read between these three fingas! haha,0
1124, Justin Bieber Demi lovato and Barack Obama babay!!:D,0
1125, Apple store!(; Need a MAC pro!,0
1126, Great question! Tithe Help people Shop!,0
1127, Laptop Dogs Family Shoes bed clothes coffee maker oven washer;dryer refridgerator table;chairs pics camera bath tub! HAHAhAHAHAHHAHA!!!!,0
1128, Awhh i love ur earrings!,0
1129, ilovee maryyy rosseeee hickkksss!!!! LOL!,0
1130, ily2 boo!,0
1131, Awhh! Yuh so lucky ghurr!!!I bet yuh had a BLAST! ; nahh ive never been bhut i would soo want to go!;D,0
1132, YESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS!!!!4 theee lasttt timeee!!! Ask him http://www.formspring.me/TRUACE,0
1133, HAHAHAHA TEACHIN HIM how to ur his stickshift Mwhahahahahaha! i llalala love you best frann!,0
1134, Uhhh!!! lmao!! U got me lmao! jkjk we can go on 4 like eva! Lezzzdoooittt I Love you more than yo own momma! AHHA!!,0
1135, Love you More babe<3,0
1136, YOOOOOOOOOOOOOO!!!!!!!! Its Late; haha i have church tmrw bhut soon kay? srry:[,0
1137, Miley's a HOOCHIE! BIEBER ALL THEE WAY GHURL!!or boy!<33,0
1138, Chrisssy!!??? hahahahah Chantelle  Alesha Kailee? Tori?? LMFAO iddkkkkk,0
1139, OMFG!!! nooo wayyyy!!! Ughhh BROOOKKKEEEEE OMFG!!! im soo srry lmao lots of pplz r frmh ZEW ZEALAND! lmao I fukkinnn luvv yuhhhh hahaha!,0
1140, Hahah Helllz yess! I will mamas!!<3 love u!,0
1141, OMG!! ahhhh!! Where he go? Damn it he just fell off my window sil! haha jk!,0
1142, I Love Justin Bieber! He's a 1000000000+ on a 1-10 scale HA!,0
1143, Shut up your prettier! <33,0
1144, Sandals 4suree ;D i wear them in thee winter 2! No lie! haha,0
1145, Hhahahahaah ohh noo problem mamas! ahah me2 im soo exhaustedd *yawn* *ywan* LMAO!,0
1146, :) Aww!! Yeahh she is my best friend * raphaela * Haha. She is german so i guess thts why! lmao <3,0
1147, Ikrr that wud be awesome!!! I wish ;D,0
1148, Texas!!;Yuh hun?! xox,0
1149, Ohhkayy! First offf i was playin  i mean he is a really nice person dnt kno him like all that! Bhut u should ask him!,0
1150, Huh!? That doesnt make sense  Guns something! lmao Come again!? lol,0
1151, Ummm SUMMER bein almost here! Who isnt? haha,0
1152, Shh....Dnt tell any1 k? haha! NOTHING! MWAH!,0
1153, Ahhh! I love em both but I would go for Justin Bieber!!! Well because i'm older. But I perfer them BOTH!,0
1154, Its da shit! Fun stuff,0
1155, My eyes! They are light brown and beautidul in the sun!(; Thanks God! oh and my hands! and ass lol jkjK!,0
1156, Thee comp? or cellfonne! hehe,0
1157, Guess! haha no its the brand name.,0
1158, I cannot listen to that Heavy metal! I like me some rock(oldies) bhut not that scary shit ;D,0
1159, Everything really! AHhaha Lovin my HipHop atm! Ester Dean is thee shyyttt!,0
1160, Urgh . . this is difficult to answer haha! Umm prob. fixing computers! ha yes i said it im like a WIZ at fixin comps that MYSELF and MOM destroy! AHAHA!,0
1161, The Hills! Chuz Lauren was thee whole point it was clld thee Hills and there is 2much drama! Bhut I still wtch it chuz i love 2 laugh at thee dumb shit! Spencer is a prick btw!;0,0
1162, Jonas Brothers Concert 8/13/09 ;D I still love em bhut Justin bieber is thee shit!,0
1163, I have many! 2many actually bhut i guess when i found my lifetime friends ;D,0
1164, The Miracle Worker,0
1165, This person actually told me this fried i had was not a true friend and she wants me 2 still be this person's friend! Thats a NONO!,0
1166, Never been 2 1 tht was bad.,0
1167, I can't complain chuz i dnt have or had one! hahaha soon though! real soon! ;,0
1168, Life(: haha!! umm idk thats hard!,0
1169, 1995 haha when i was bornwas my year! Doh!I didnt have 2 do ANYTHING on my own haha,0
1170, HA! goin to georgia just to see my dad's mother! Ugh i cnt stand her bhut God bless her soul! LONG LIFE STORY! haha,0
1171, Oh good 1  Twitter (ofcousre) i love me some twitter peeps! They tha shit lol,0
1172, Idk.. wait WHaaaa? lol,0
1173, Me;God eatin Chicken wings on His throne <3 ahaha,0
1174, Brussel srouts! YuCkIE! bhut i love cabbage and they're mini cabbages! LMAO!,0
1175, My old school shit   i wud SOOO throw it away bhut my mom! Urgh,0
1176, The important 1 is Love  bhut ive given people themselves! Like i let my friends have themselves instead of me! It helps to see who they are as a person! Very important! Viseversa.,0
1177, Hahaha! Wait wht kind of drink! LOL well JackInTheBox is like not evn a mile away frmh my house! So there! i guess thts wht ur askin lmao! XP,0
1178, Hmmm....U makin me hungry first of all! ;; Dairy Queen! YUMM!!,0
1179, Umm...Diary Queen? or JackINTHEBOX! 4 my smoothies of course not ice cream! Mwah,0
1180, Virginia,0
1181, Haha! Maybe 2days? lol idk,0
1182, Wow. this is a hard 1 i dnt think ive had 1 or i have many! I love my smoothies tho! YUMMIE!,0
1183, Idk... its a month that 4 sure lol,0
1184, A piece of grass?,0
1185, I Havent Gotten 2 that part!! haha,0
1186, Wow awesome question....I think my best achievement would be Finding who i am thats thee most important!!<33,0
1187, ummmm...messy rooms;,0
1188, Something cute and ME!! haha you kno? well a beamer is my dream car basically! or a porshe!,0
1189, Haha! Staring at my doctor thru sunglasses while he was in my mouth! HAHAHA!!!,0
1190, My fav song girly!!! is umm.. Up ; Running by @jessicajarrell atm! But i have lots :) hbu!?,0
1191, Mmm... ROOT BEER! haha my fav drink eva! POW,0
1192, Actually its cabbage!;D,0
1193, POP!,0
1194, Crap this is hard  haha umm People Need Inspiration- The Last Song <33,0
1195, Pink Roses!(:,0
1196, Pink ; Neon green(:,0
1197, ;) Umm.. A walk to remember! or The Last song! Ugh theirs ALOT! haha hbu!,0
1198, PINK;NEON GREEN!Yeahh buddie,0
1199, Umm. . . good question i have many bhut i guess 16 and pregnant would be 1 of my fav ones atm. ;D,0
1200, Hahaha wht are u tlkn bout girl!,0
1201, Never;;,0
1202, Actually i was that kid who wanted to be by herself so i guess when i grow up im going to be ME lol! Hard question 2 answer.,0
1203, U.S.A!!!;] Known as Mars!!<3,0
1204, Haha...when i turn 60 ish ask me this! lol,0
1205, Los Angeles! <33,0
1206, Umm... Dallas Texas! haha Idk im so plain so idk! Mwhaha,0
1207, Umm.. Long time ago bhut i was like 5 or 6 haha Cory!,0
1208, Yumm... Justin Bieber P-diddys son JDoir YUMMM....haha not really a celeb bhut yeah! ;; Channing Fckn TATUM!!haha Oh damn!!,0
1209, Ohh mann this is a GREAT ? Chrissy Michelle Savannah AJ Bianca and lotss more + you!<33,0
1210, Umm... Barack Obama 4 another 4 years! iLovehim!,0
1211, Mmmh... My second grade teach Mrs. Caldwell <3,0
1212, Prob. me or my seester (robbie) hahaha makes me wanna shit myself EVERYTIME she speaks lol,0
1213, Urgh no1 yet! Keep hopin though!,0
1214, Michael Jackson! haha wait wrong one  Michael Jordon i meant ahah,0
1215, idkk... mwauuuhhh!(:,0
1216, I do not judge gyrls im not bi or a lezzboo!! K thanks',0
1217, @JustinBSource 4 sure LMAO!,0
1218, Umm... he has a bigga heart than you will EVER have so before you start to hate on a 16yr old that you obviously are addicted to  get your facts straight kay?,0
1219, Umm.. u kno wht WTF ever! STOP HATIN!,0
1220, - Marryyyyy!!!!??/ LOL! itss yuhh boo!!! Hahaha Noo durr suckkaaa!!! Nahhh i loveee yuhhhh mooOee!!!,0
1221, Hahaha i think i would! I always do thee same shizz all thee tyme so yes i would hbu ?! ;D,0
1222, Not a guy! haha maybe a cheerleader haha jkjk!,0
1223, Werewolf -AkA-  Jacob's Pride lol! His good part! lol,0
1224, Zombie 4sho!,0
1225, Famous(: Bhut im ME 4 rite now!,0
1226, Both? LOL! jk,0
1227, SLEEP LATE!!Duh!,0
1228, JET!!(: Hate boats! Worst experience ever was on a boat! Never again!,0
1229, Pool,0
1230, None! haha,0
1231, Ohh man i bet its tha shit!! Ohhkayy!(: be safe have fun!! <33,0
1232, Yehh hahaha...idk.its weird..Boys r Boys So Im Me!!!alone hahah,0
1233, Hahaha(: ight,0
1234, Umm...im truly sorry! bhut i didnt mean it in ANYWAY like u obviously got offended by!and i said it wasnt funny! So before you get all angry nd shit ill delete that tweet! Kthanks btw RIP ur daddy and brother,0
1235, Thank yuh soo muchh!!!;D Im likin yurs 2 Mwah!,0
1236, ummm... what? u didnt know jose was my first kiss?,0
1237, no freaking way what???,0
1238, Exactly!!!!!(:,0
1239, Ahh.. Probably Cookies! D:,0
1240, haha im not a liar(:,0
1241, Cereal!,0
1242, Ewwiee! Nothing haha(:,0
1243, Hahaha of c,0
1244, Ummm probably playing softball for 10 years(:,0
1245, a neckalce given to me by my love(: <3333,0
1246, Starbuckks!!!!(:,0
1247, hmmmm. think the part where te guy at support sings tht part makes me tear up=/ La ve boheme is a good one two,0
1248, Umm Bunch of people just joined  and i got bored  so i wanted too!,0
1249, umm.. haha i dont know why you want to kn,0
1250, hahaha!!! im the farthest from,0
1251, I'm not wearing,0
1252, yess (:,0
1253, who iss thiiis ???,0
1254, ahaha thankss kidd ndd yeah i knoo reallyy huh...theeree soo stupidd there to scaredd to sayy anythingg too myy face,0
1255, ahahah ii loveeee yuuuu moreee(:,0
1256, ii lovee yuuu moree:P,0
1257, (: ahaha hii ceara..,0
1258, noo itss nottt,0
1259, aww thankss yuu aree to,0
1260, ahaha,0
1261, pirateesss .,0
1262, watt yuu meann...?,0
1263, ahahah ndd ii lovee mee alott off myy lil floricell(: <33,0
1264, uhmmm ?,0
1265, lemenadeee(:,0
1266, ummm.....ahhh hottt seniorrr(:,0
1267, welll forr righhtt noww no onee iss_):,0
1268, uhm (:,0
1269, ahahah funny,0
1270, Ahaha thanks,0
1271, umm okkkayy thankss_(:,0
1272, sure you do liar,0
1273, : ),0
1274, haha no,0
1275, D:,0
1276, okay.,0
1277,are you famous or something? i haven't heard of you.. [x,0
1278, nope,0
1279, no,0
1280, yea >_<,0
1281, yea,0
1282, okay?,0
1283, duh of course cyrus isn't my real last name it's my fake last name.,0
1284, NO NO!!!!!!!!!!!,0
1285, who are u?,0
1286, ashlee 13 florida 7th,0
1287, umm idk,0
1288, nothing really,0
1289, pepe?,0
1290, OK,0
1291, No are you,0
1292, chicken <3333,0
1293, me?,0
1294, stalker?,0
1295, Do I know you?,0
1296, no,0
1297, yea,0
1298, yea all the time,0
1299, yea my sister,0
1300, yea,0
1301, yea :),0
1302, kinda,0
1303, yea i don't like it when it's dirty,0
1304, yea :),0
1305, ew i hate twilight,0
1306, lol no,0
1307, hell no,0
1308, yea -__-,0
1309, no,0
1310, yea that is sooo annoying,0
1311, i hate that so much,0
1312,dude  go home roger,0
1313, No im not,0
1314, no,0
1315, never,0
1316, okay i know im ew,0
1317, volleyball,0
1318, hm i don't have one,0
1319, purple : ),0
1320, hmm probably Alejandro by lady gaga,0
1321, I already answered that,0
1322, alejandro by lady gaga,0
1323, Ew no,0
1324, nope,0
1325, nooo,0
1326, they can be annoying,0
1327, no but i wanna go their,0
1328, not really,0
1329,Have you ever went to someones page ; seen them asking theirselves questions  But when you ask them about it  they deny it? I've seen it -_-,0
1330, hey?,0
1331, Yay nom nom,0
1332, idk,0
1333,Hey im ashlee im tired of everyone commenting on my damn formspring talking shit,0
1334,Hey im ashlee im tired of everyone commenting on my damn formspring talking shit,0
1335, if i were you i wouldn't be talking beth (:,0
1336, Hey,0
1337, hey (;,0
1338, sure,0
1339, Great you?,0
1340, great  yours?,0
1341,1,0
1342, none,0
1343, what type of question is that sicko,0
1344, like twice a month,0
1345, does it matter,0
1346, stalkerrrr,0
1347, learn how to spell (:,0
1348, on what? thanks (:,0
1349, sometimes,0
1350, i dislike that,0
1351, dude like i said your so lucky! no,0
1352, thanks,0
1353, serious? they are a good band :D,0
1354, lmfao i thought something else,0
1355, idk........,0
1356, same here :,0
1357, no,0
1358, they are stupid,0
1359, i know,0
1360, lololol,0
1361, So I say goodbye to a town that has ears and eyes I can hear you whispering as I walk by Familiar faces smiling back at me and I knew This would make them change  The only thing that's going to bother me Is that you'll all call yourselves my friends  Why can't you look me in the eyes one last time? (You should have killed me when you had the chance) You should have killed me when you had the chance You should have killed me when you had the chance,0
1362, so?,0
1363, yum yum,0
1364, lucky pringle pop,0
1365, :p,0
1366, haha thanks (:,0
1367, what,0
1368, df no,0
1369, sure will,0
1370, thanks : ),0
1371, crude?,0
1372, going to my grandma's,0
1373, brown,0
1374, a peanut butter and jelly sandwhich,0
1375, about sheep,0
1376, when people ask you questions,0
1377, laugh out loud,0
1378, back to you,0
1379, Myspace,0
1380, they made me shit ;0,0
1381, like 3 months,0
1382, don't have one,0
1383, brush my teeth,0
1384, i have never dyed my hair,0
1385, I don't have one anymore i deleted it,0
1386, a dino,0
1387, september 7th,0
1388, yea,0
1389, florida and yea,0
1390,who are you?,0
1391, my mum,0
1392, lmfao,0
1393, I am Ashlee duh,0
1394, i don't fake myself,0
1395, those are fakes,0
1396, mcdonald's,0
1397, No,0
1398, ew no,0
1399, parents xD,0
1400, woah,0
1401, dsfdsfdsgfdfgsd,0
1402, serious? your so lucky,0
1403, okay :o,0
1404, I'm not fake : ),0
1405, nah,0
1406, yea,0
1407, yea lol all the time,0
1408, my bad,0
1409, k,0
1410, :o,0
1411, okay,0
1412, Yess it was pretty cute ;),0
1413, :)),0
1414, Goooooood  cause I want you too ;))) <3,0
1415, Awww maybe you should tell me who you are so we can get to know each other  KID ;) <3,0
1416, ooo i guess you're too quick for me ;),0
1417, I knowwww :),0
1418, What's cute?,0
1419, :))),0
1420, I forgot what we were talking about :p I love you twinsie<3,0
1421, Because she is an amazing person  and I hope that she would agree with me when i say we're close friends...,0
1422, Kinda...but idk if she's still feelin it...,0
1423, Yes  we are.,0
1424, As friends...but nothing more than that  she doesn't like me like that,0
1425, nah bro  not yet...hopefully soon though :),0
1426, I'm not trying to be the challenge. Ithought you were  but seeing as you're not then there's no point in arguing. And yes  i would fight for Lindsey anytime  anywhere.,0
1427, nah buddy...so who are you?,0
1428, Who do you think it is?,0
1429, I swear! I could never lie to my fiancee! ;),0
1430, That's sarcasm...its why i put a winky face ;),0
1431, Thanksss :) who is this? :D,0
1432, Maybe...why?,0
1433, Idk...i personally think makeup is unnecessary because it merely hides natural beauty,0
1434, Yeah  I wanna be with someone...,0
1435, Yess :),0
